1: -71.125839, 1483.991211, 280.125000, 51615
1: -93.480881, 1502.102661, 280.125000, 51715
1: -109.133720, 1527.652100, 280.125000, 51815
1: -119.600494, 1552.214355, 280.125000, 51915
1: -127.238808, 1581.199585, 280.125000, 52019
1: -131.790543, 1611.578369, 280.125000, 52120
1: -130.476593, 1639.899414, 284.125000, 52222
1: -112.055321, 1664.812988, 284.125000, 52317
1: -80.662712, 1678.314331, 284.125000, 52413
1: -48.057983, 1689.293091, 280.125000, 52516
1: -15.014107, 1693.865967, 280.127838, 52617
1: 17.263517, 1692.664551, 280.127838, 52713
1: 48.398502, 1687.752319, 280.127838, 52821
1: 78.367622, 1680.217163, 280.127838, 52917
1: 106.643936, 1670.519775, 280.127838, 53013
1: 133.630402, 1658.578857, 280.127838, 53119
1: 164.398544, 1652.823120, 280.127838, 53219
1: 193.810242, 1660.432373, 280.127838, 53315
1: 218.945221, 1668.370972, 280.127838, 53415
1: 246.176743, 1675.035034, 276.127838, 53519
1: 272.390198, 1680.541504, 264.127838, 53624
1: 296.131256, 1685.115356, 244.127838, 53715
1: 317.062500, 1688.884277, 224.125000, 53815
1: 332.433258, 1676.736816, 223.125000, 53916
1: 348.259888, 1661.961060, 216.125000, 54016
1: 358.806183, 1635.390991, 216.125000, 54115
1: 362.443268, 1609.055908, 216.125000, 54219
1: 350.193573, 1588.202148, 216.125000, 54322
1: 359.206268, 1588.450562, 216.125000, 54414
1: 385.507080, 1588.882080, 216.125000, 54515
1: 415.487671, 1589.357788, 216.125000, 54617
1: 445.178894, 1588.186890, 216.125000, 54713
1: 473.390900, 1584.448608, 216.125000, 54821
1: 497.861481, 1563.760254, 216.125000, 54917
1: 495.904114, 1538.287354, 216.125000, 55013
1: 487.466461, 1513.342896, 216.125000, 55121
1: 479.791260, 1491.201172, 216.125000, 55217
1: 471.840149, 1468.756226, 216.125000, 55313
1: 463.840424, 1446.730713, 216.125000, 55421
1: 455.749542, 1424.738403, 216.125000, 55517
1: 450.584717, 1397.054199, 220.592056, 55621
1: 457.184723, 1372.360840, 237.992020, 55720
1: 467.671753, 1354.985596, 232.125000, 55819
1: 489.424988, 1339.911133, 232.125000, 55918
1: 516.137390, 1327.551147, 232.125000, 56017
1: 545.683655, 1317.642944, 232.125000, 56116
1: 572.109192, 1309.634644, 243.285980, 56221
1: 596.365295, 1301.104614, 261.185974, 56317
1: 601.918701, 1291.962647, 253.879150, 56425
1: 598.529175, 1280.637573, 245.705963, 56521
1: 580.448059, 1267.361328, 227.624863, 56617
1: 558.169434, 1256.391968, 216.125000, 56720
1: 539.419495, 1236.931885, 216.125000, 56824
1: 522.572388, 1212.062500, 216.125000, 56917
1: 508.584717, 1186.136597, 216.125000, 57013
1: 509.276947, 1154.857910, 216.125000, 57121
